Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
,Afghanistan,33.0,65.0,4/15/20,784
,Afghanistan,33.0,65.0,4/16/20,840
,Afghanistan,33.0,65.0,4/17/20,906
,Afghanistan,33.0,65.0,4/18/20,933
,Afghanistan,33.0,65.0,4/19/20,996
,Afghanistan,33.0,65.0,4/20/20,1026
,Afghanistan,33.0,65.0,4/21/20,1092
,Afghanistan,33.0,65.0,4/22/20,1176
,Afghanistan,33.0,65.0,4/23/20,1279
,Afghanistan,33.0,65.0,4/24/20,1351
,Afghanistan,33.0,65.0,4/25/20,1463
,Afghanistan,33.0,65.0,4/26/20,1531
,Afghanistan,33.0,65.0,4/27/20,1703
,Afghanistan,33.0,65.0,4/28/20,1828
,Afghanistan,33.0,65.0,4/29/20,1939
,Afghanistan,33.0,65.0,4/30/20,2171
,Afghanistan,33.0,65.0,5/1/20,2335
,Afghanistan,33.0,65.0,5/2/20,2469
,Afghanistan,33.0,65.0,5/3/20,2704
,Afghanistan,33.0,65.0,5/4/20,2894
,Afghanistan,33.0,65.0,5/5/20,3224
,Afghanistan,33.0,65.0,5/6/20,3392
,Afghanistan,33.0,65.0,5/7/20,3563
,Afghanistan,33.0,65.0,5/8/20,3778
,Afghanistan,33.0,65.0,5/9/20,4033
,Afghanistan,33.0,65.0,5/10/20,4402
,Afghanistan,33.0,65.0,5/11/20,4687
,Afghanistan,33.0,65.0,5/12/20,4963
,Afghanistan,33.0,65.0,5/13/20,5226
,Afghanistan,33.0,65.0,5/14/20,5639
,Afghanistan,33.0,65.0,5/15/20,6053
,Afghanistan,33.0,65.0,5/16/20,6402
,Afghanistan,33.0,65.0,5/17/20,6664
,Afghanistan,33.0,65.0,5/18/20,7072
,Afghanistan,33.0,65.0,5/19/20,7653
,Afghanistan,33.0,65.0,5/20/20,8145
,Afghanistan,33.0,65.0,5/21/20,8676
,Afghanistan,33.0,65.0,5/22/20,9216
,Afghanistan,33.0,65.0,5/23/20,9998
,Afghanistan,33.0,65.0,5/24/20,10582
,Afghanistan,33.0,65.0,5/25/20,11173
,Afghanistan,33.0,65.0,5/26/20,11831
,Afghanistan,33.0,65.0,5/27/20,12456
,Afghanistan,33.0,65.0,5/28/20,13036
,Afghanistan,33.0,65.0,5/29/20,13659
,Afghanistan,33.0,65.0,5/30/20,14525
,Afghanistan,33.0,65.0,5/31/20,15205
,Afghanistan,33.0,65.0,6/1/20,15750
,Afghanistan,33.0,65.0,6/2/20,16509
,Afghanistan,33.0,65.0,6/3/20,17267
,Albania,41.1533,20.1683,1/22/20,0
,Albania,41.1533,20.1683,1/23/20,0
,Albania,41.1533,20.1683,1/24/20,0
,Albania,41.1533,20.1683,1/25/20,0
,Albania,41.1533,20.1683,1/26/20,0
,Albania,41.1533,20.1683,1/27/20,0
,Albania,41.1533,20.1683,1/28/20,0
,Albania,41.1533,20.1683,1/29/20,0
,Albania,41.1533,20.1683,1/30/20,0
,Albania,41.1533,20.1683,1/31/20,0
,Albania,41.1533,20.1683,2/1/20,0
,Albania,41.1533,20.1683,2/2/20,0
,Albania,41.1533,20.1683,2/3/20,0
,Albania,41.1533,20.1683,2/4/20,0
,Albania,41.1533,20.1683,2/5/20,0
,Albania,41.1533,20.1683,2/6/20,0
,Albania,41.1533,20.1683,2/7/20,0
,Albania,41.1533,20.1683,2/8/20,0
,Albania,41.1533,20.1683,2/9/20,0
,Albania,41.1533,20.1683,2/10/20,0
,Albania,41.1533,20.1683,2/11/20,0
,Albania,41.1533,20.1683,2/12/20,0
,Albania,41.1533,20.1683,2/13/20,0
,Albania,41.1533,20.1683,2/14/20,0
,Albania,41.1533,20.1683,2/15/20,0
,Albania,41.1533,20.1683,2/16/20,0
,Albania,41.1533,20.1683,2/17/20,0
,Albania,41.1533,20.1683,2/18/20,0
,Albania,41.1533,20.1683,2/19/20,0
,Albania,41.1533,20.1683,2/20/20,0
,Albania,41.1533,20.1683,2/21/20,0
,Albania,41.1533,20.1683,2/22/20,0
,Albania,41.1533,20.1683,2/23/20,0
,Albania,41.1533,20.1683,2/24/20,0
,Albania,41.1533,20.1683,2/25/20,0
,Albania,41.1533,20.1683,2/26/20,0
,Albania,41.1533,20.1683,2/27/20,0
,Albania,41.1533,20.1683,2/28/20,0
,Albania,41.1533,20.1683,2/29/20,0
,Albania,41.1533,20.1683,3/1/20,0
,Albania,41.1533,20.1683,3/2/20,0
,Albania,41.1533,20.1683,3/3/20,0
,Albania,41.1533,20.1683,3/4/20,0
,Albania,41.1533,20.1683,3/5/20,0
,Albania,41.1533,20.1683,3/6/20,0
,Albania,41.1533,20.1683,3/7/20,0
,Albania,41.1533,20.1683,3/8/20,0
,Albania,41.1533,20.1683,3/9/20,2
,Albania,41.1533,20.1683,3/10/20,10
,Albania,41.1533,20.1683,3/11/20,12
,Albania,41.1533,20.1683,3/12/20,23
,Albania,41.1533,20.1683,3/13/20,33
,Albania,41.1533,20.1683,3/14/20,38
,Albania,41.1533,20.1683,3/15/20,42
,Albania,41.1533,20.1683,3/16/20,51
,Albania,41.1533,20.1683,3/17/20,55
,Albania,41.1533,20.1683,3/18/20,59
,Albania,41.1533,20.1683,3/19/20,64
,Albania,41.1533,20.1683,3/20/20,70
,Albania,41.1533,20.1683,3/21/20,76
,Albania,41.1533,20.1683,3/22/20,89
,Albania,41.1533,20.1683,3/23/20,104
,Albania,41.1533,20.1683,3/24/20,123
,Albania,41.1533,20.1683,3/25/20,146
,Albania,41.1533,20.1683,3/26/20,174
,Albania,41.1533,20.1683,3/27/20,186
,Albania,41.1533,20.1683,3/28/20,197
,Albania,41.1533,20.1683,3/29/20,212
,Albania,41.1533,20.1683,3/30/20,223
,Albania,41.1533,20.1683,3/31/20,243
,Albania,41.1533,20.1683,4/1/20,259
,Albania,41.1533,20.1683,4/2/20,277
,Albania,41.1533,20.1683,4/3/20,304
,Albania,41.1533,20.1683,4/4/20,333
,Albania,41.1533,20.1683,4/5/20,361
,Albania,41.1533,20.1683,4/6/20,377
,Albania,41.1533,20.1683,4/7/20,383
,Albania,41.1533,20.1683,4/8/20,400
,Albania,41.1533,20.1683,4/9/20,409
,Albania,41.1533,20.1683,4/10/20,416
,Albania,41.1533,20.1683,4/11/20,433
,Albania,41.1533,20.1683,4/12/20,446
,Albania,41.1533,20.1683,4/13/20,467
,Albania,41.1533,20.1683,4/14/20,475
,Albania,41.1533,20.1683,4/15/20,494
,Albania,41.1533,20.1683,4/16/20,518
,Albania,41.1533,20.1683,4/17/20,539
,Albania,41.1533,20.1683,4/18/20,548
,Albania,41.1533,20.1683,4/19/20,562
,Albania,41.1533,20.1683,4/20/20,584
,Albania,41.1533,20.1683,4/21/20,609
,Albania,41.1533,20.1683,4/22/20,634
,Albania,41.1533,20.1683,4/23/20,663
,Albania,41.1533,20.1683,4/24/20,678
,Albania,41.1533,20.1683,4/25/20,712
,Albania,41.1533,20.1683,4/26/20,726
,Albania,41.1533,20.1683,4/27/20,736
,Albania,41.1533,20.1683,4/28/20,750
,Albania,41.1533,20.1683,4/29/20,766
,Albania,41.1533,20.1683,4/30/20,773
,Albania,41.1533,20.1683,5/1/20,782
,Albania,41.1533,20.1683,5/2/20,789
,Albania,41.1533,20.1683,5/3/20,795
,Albania,41.1533,20.1683,5/4/20,803
,Albania,41.1533,20.1683,5/5/20,820
,Albania,41.1533,20.1683,5/6/20,832
,Albania,41.1533,20.1683,5/7/20,842
,Albania,41.1533,20.1683,5/8/20,850
,Albania,41.1533,20.1683,5/9/20,856
,Albania,41.1533,20.1683,5/10/20,868
,Albania,41.1533,20.1683,5/11/20,872
,Albania,41.1533,20.1683,5/12/20,876
,Albania,41.1533,20.1683,5/13/20,880
,Albania,41.1533,20.1683,5/14/20,898
,Albania,41.1533,20.1683,5/15/20,916
,Albania,41.1533,20.1683,5/16/20,933
,Albania,41.1533,20.1683,5/17/20,946
,Albania,41.1533,20.1683,5/18/20,948
,Albania,41.1533,20.1683,5/19/20,949
,Albania,41.1533,20.1683,5/20/20,964
,Albania,41.1533,20.1683,5/21/20,969
,Albania,41.1533,20.1683,5/22/20,981
,Albania,41.1533,20.1683,5/23/20,989
,Albania,41.1533,20.1683,5/24/20,998
,Albania,41.1533,20.1683,5/25/20,1004
,Albania,41.1533,20.1683,5/26/20,1029
,Albania,41.1533,20.1683,5/27/20,1050
,Albania,41.1533,20.1683,5/28/20,1076
,Albania,41.1533,20.1683,5/29/20,1099
,Albania,41.1533,20.1683,5/30/20,1122
,Albania,41.1533,20.1683,5/31/20,1137
,Albania,41.1533,20.1683,6/1/20,1143
,Albania,41.1533,20.1683,6/2/20,1164
,Albania,41.1533,20.1683,6/3/20,1184
,Algeria,28.0339,1.6596,1/22/20,0
,Algeria,28.0339,1.6596,1/23/20,0
,Algeria,28.0339,1.6596,1/24/20,0
,Algeria,28.0339,1.6596,1/25/20,0
,Algeria,28.0339,1.6596,1/26/20,0
,Algeria,28.0339,1.6596,1/27/20,0
,Algeria,28.0339,1.6596,1/28/20,0
,Algeria,28.0339,1.6596,1/29/20,0
,Algeria,28.0339,1.6596,1/30/20,0
,Algeria,28.0339,1.6596,1/31/20,0
,Algeria,28.0339,1.6596,2/1/20,0
,Algeria,28.0339,1.6596,2/2/20,0
,Algeria,28.0339,1.6596,2/3/20,0
,Algeria,28.0339,1.6596,2/4/20,0
,Algeria,28.0339,1.6596,2/5/20,0
,Algeria,28.0339,1.6596,2/6/20,0
,Algeria,28.0339,1.6596,2/7/20,0
,Algeria,28.0339,1.6596,2/8/20,0
,Algeria,28.0339,1.6596,2/9/20,0
,Algeria,28.0339,1.6596,2/10/20,0
,Algeria,28.0339,1.6596,2/11/20,0
,Algeria,28.0339,1.6596,2/12/20,0
,Algeria,28.0339,1.6596,2/13/20,0
,Algeria,28.0339,1.6596,2/14/20,0
,Algeria,28.0339,1.6596,2/15/20,0
,Algeria,28.0339,1.6596,2/16/20,0
,Algeria,28.0339,1.6596,2/17/20,0
,Algeria,28.0339,1.6596,2/18/20,0
,Algeria,28.0339,1.6596,2/19/20,0
,Algeria,28.0339,1.6596,2/20/20,0
,Algeria,28.0339,1.6596,2/21/20,0
,Algeria,28.0339,1.6596,2/22/20,0
,Algeria,28.0339,1.6596,2/23/20,0
,Algeria,28.0339,1.6596,2/24/20,0
,Algeria,28.0339,1.6596,2/25/20,1
,Algeria,28.0339,1.6596,2/26/20,1
,Algeria,28.0339,1.6596,2/27/20,1
,Algeria,28.0339,1.6596,2/28/20,1
,Algeria,28.0339,1.6596,2/29/20,1
,Algeria,28.0339,1.6596,3/1/20,1
,Algeria,28.0339,1.6596,3/2/20,3
,Algeria,28.0339,1.6596,3/3/20,5
,Algeria,28.0339,1.6596,3/4/20,12
,Algeria,28.0339,1.6596,3/5/20,12
,Algeria,28.0339,1.6596,3/6/20,17
,Algeria,28.0339,1.6596,3/7/20,17
,Algeria,28.0339,1.6596,3/8/20,19
,Algeria,28.0339,1.6596,3/9/20,20
,Algeria,28.0339,1.6596,3/10/20,20
,Algeria,28.0339,1.6596,3/11/20,20
,Algeria,28.0339,1.6596,3/12/20,24
,Algeria,28.0339,1.6596,3/13/20,26
,Algeria,28.0339,1.6596,3/14/20,37
,Algeria,28.0339,1.6596,3/15/20,48
,Algeria,28.0339,1.6596,3/16/20,54
,Algeria,28.0339,1.6596,3/17/20,60
,Algeria,28.0339,1.6596,3/18/20,74
,Algeria,28.0339,1.6596,3/19/20,87
,Algeria,28.0339,1.6596,3/20/20,90
,Algeria,28.0339,1.6596,3/21/20,139
,Algeria,28.0339,1.6596,3/22/20,201
,Algeria,28.0339,1.6596,3/23/20,230
,Algeria,28.0339,1.6596,3/24/20,264
,Algeria,28.0339,1.6596,3/25/20,302
,Algeria,28.0339,1.6596,3/26/20,367
,Algeria,28.0339,1.6596,3/27/20,409
,Algeria,28.0339,1.6596,3/28/20,454
,Algeria,28.0339,1.6596,3/29/20,511
,Algeria,28.0339,1.6596,3/30/20,584
,Algeria,28.0339,1.6596,3/31/20,716
,Algeria,28.0339,1.6596,4/1/20,847
,Algeria,28.0339,1.6596,4/2/20,986
,Algeria,28.0339,1.6596,4/3/20,1171
,Algeria,28.0339,1.6596,4/4/20,1251
,Algeria,28.0339,1.6596,4/5/20,1320
,Algeria,28.0339,1.6596,4/6/20,1423
,Algeria,28.0339,1.6596,4/7/20,1468
,Algeria,28.0339,1.6596,4/8/20,1572
,Algeria,28.0339,1.6596,4/9/20,1666
,Algeria,28.0339,1.6596,4/10/20,1761
,Algeria,28.0339,1.6596,4/11/20,1825
,Algeria,28.0339,1.6596,4/12/20,1914
,Algeria,28.0339,1.6596,4/13/20,1983
,Algeria,28.0339,1.6596,4/14/20,2070
,Algeria,28.0339,1.6596,4/15/20,2160
,Algeria,28.0339,1.6596,4/16/20,2268
,Algeria,28.0339,1.6596,4/17/20,2418
,Algeria,28.0339,1.6596,4/18/20,2534
,Algeria,28.0339,1.6596,4/19/20,2629
,Algeria,28.0339,1.6596,4/20/20,2718
,Algeria,28.0339,1.6596,4/21/20,2811
,Algeria,28.0339,1.6596,4/22/20,2910
,Algeria,28.0339,1.6596,4/23/20,3007
,Algeria,28.0339,1.6596,4/24/20,3127
,Algeria,28.0339,1.6596,4/25/20,3256
,Algeria,28.0339,1.6596,4/26/20,3382
,Algeria,28.0339,1.6596,4/27/20,3517
,Algeria,28.0339,1.6596,4/28/20,3649
,Algeria,28.0339,1.6596,4/29/20,3848
,Algeria,28.0339,1.6596,4/30/20,4006
,Algeria,28.0339,1.6596,5/1/20,4154
,Algeria,28.0339,1.6596,5/2/20,4295
,Algeria,28.0339,1.6596,5/3/20,4474
,Algeria,28.0339,1.6596,5/4/20,4648
,Algeria,28.0339,1.6596,5/5/20,4838
,Algeria,28.0339,1.6596,5/6/20,4997
,Algeria,28.0339,1.6596,5/7/20,5182
,Algeria,28.0339,1.6596,5/8/20,5369
,Algeria,28.0339,1.6596,5/9/20,5558
,Algeria,28.0339,1.6596,5/10/20,5723
,Algeria,28.0339,1.6596,5/11/20,5891
,Algeria,28.0339,1.6596,5/12/20,6067
,Algeria,28.0339,1.6596,5/13/20,6253
,Algeria,28.0339,1.6596,5/14/20,6442
,Algeria,28.0339,1.6596,5/15/20,6629
,Algeria,28.0339,1.6596,5/16/20,6821
,Algeria,28.0339,1.6596,5/17/20,7019
,Algeria,28.0339,1.6596,5/18/20,7201
,Algeria,28.0339,1.6596,5/19/20,7377
,Algeria,28.0339,1.6596,5/20/20,7542
,Algeria,28.0339,1.6596,5/21/20,7728
,Algeria,28.0339,1.6596,5/22/20,7918
,Algeria,28.0339,1.6596,5/23/20,8113
,Algeria,28.0339,1.6596,5/24/20,8306
,Algeria,28.0339,1.6596,5/25/20,8503
,Algeria,28.0339,1.6596,5/26/20,8697
,Algeria,28.0339,1.6596,5/27/20,8857
,Algeria,28.0339,1.6596,5/28/20,8997
,Algeria,28.0339,1.6596,5/29/20,9134
,Algeria,28.0339,1.6596,5/30/20,9267
,Algeria,28.0339,1.6596,5/31/20,9394
,Algeria,28.0339,1.6596,6/1/20,9513
,Algeria,28.0339,1.6596,6/2/20,9626
,Algeria,28.0339,1.6596,6/3/20,9733
,Andorra,42.5063,1.5218,1/22/20,0
,Andorra,42.5063,1.5218,1/23/20,0
,Andorra,42.5063,1.5218,1/24/20,0
,Andorra,42.5063,1.5218,1/25/20,0
,Andorra,42.5063,1.5218,1/26/20,0
,Andorra,42.5063,1.5218,1/27/20,0
,Andorra,42.5063,1.5218,1/28/20,0
,Andorra,42.5063,1.5218,1/29/20,0
,Andorra,42.5063,1.5218,1/30/20,0
,Andorra,42.5063,1.5218,1/31/20,0
,Andorra,42.5063,1.5218,2/1/20,0
,Andorra,42.5063,1.5218,2/2/20,0
,Andorra,42.5063,1.5218,2/3/20,0
,Andorra,42.5063,1.5218,2/4/20,0
,Andorra,42.5063,1.5218,2/5/20,0
,Andorra,42.5063,1.5218,2/6/20,0
,Andorra,42.5063,1.5218,2/7/20,0
,Andorra,42.5063,1.5218,2/8/20,0
,Andorra,42.5063,1.5218,2/9/20,0
,Andorra,42.5063,1.5218,2/10/20,0
,Andorra,42.5063,1.5218,2/11/20,0
,Andorra,42.5063,1.5218,2/12/20,0
,Andorra,42.5063,1.5218,2/13/20,0
,Andorra,42.5063,1.5218,2/14/20,0
,Andorra,42.5063,1.5218,2/15/20,0
,Andorra,42.5063,1.5218,2/16/20,0
,Andorra,42.5063,1.5218,2/17/20,0
,Andorra,42.5063,1.5218,2/18/20,0
,Andorra,42.5063,1.5218,2/19/20,0
,Andorra,42.5063,1.5218,2/20/20,0
,Andorra,42.5063,1.5218,2/21/20,0
,Andorra,42.5063,1.5218,2/22/20,0
,Andorra,42.5063,1.5218,2/23/20,0
,Andorra,42.5063,1.5218,2/24/20,0
,Andorra,42.5063,1.5218,2/25/20,0
,Andorra,42.5063,1.5218,2/26/20,0
,Andorra,42.5063,1.5218,2/27/20,0
,Andorra,42.5063,1.5218,2/28/20,0
,Andorra,42.5063,1.5218,2/29/20,0
,Andorra,42.5063,1.5218,3/1/20,0
,Andorra,42.5063,1.5218,3/2/20,1
,Andorra,42.5063,1.5218,3/3/20,1
,Andorra,42.5063,1.5218,3/4/20,1
,Andorra,42.5063,1.5218,3/5/20,1
,Andorra,42.5063,1.5218,3/6/20,1
,Andorra,42.5063,1.5218,3/7/20,1
,Andorra,42.5063,1.5218,3/8/20,1
,Andorra,42.5063,1.5218,3/9/20,1
,Andorra,42.5063,1.5218,3/10/20,1
,Andorra,42.5063,1.5218,3/11/20,1
,Andorra,42.5063,1.5218,3/12/20,1
,Andorra,42.5063,1.5218,3/13/20,1
,Andorra,42.5063,1.5218,3/14/20,1
,Andorra,42.5063,1.5218,3/15/20,1
,Andorra,42.5063,1.5218,3/16/20,2
,Andorra,42.5063,1.5218,3/17/20,39
,Andorra,42.5063,1.5218,3/18/20,39
,Andorra,42.5063,1.5218,3/19/20,53
,Andorra,42.5063,1.5218,3/20/20,75
,Andorra,42.5063,1.5218,3/21/20,88
,Andorra,42.5063,1.5218,3/22/20,113
,Andorra,42.5063,1.5218,3/23/20,133
,Andorra,42.5063,1.5218,3/24/20,164
,Andorra,42.5063,1.5218,3/25/20,188
,Andorra,42.5063,1.5218,3/26/20,224
,Andorra,42.5063,1.5218,3/27/20,267
,Andorra,42.5063,1.5218,3/28/20,308
,Andorra,42.5063,1.5218,3/29/20,334
,Andorra,42.5063,1.5218,3/30/20,370
,Andorra,42.5063,1.5218,3/31/20,376
,Andorra,42.5063,1.5218,4/1/20,390
,Andorra,42.5063,1.5218,4/2/20,428
,Andorra,42.5063,1.5218,4/3/20,439
,Andorra,42.5063,1.5218,4/4/20,466
,Andorra,42.5063,1.5218,4/5/20,501
,Andorra,42.5063,1.5218,4/6/20,525
,Andorra,42.5063,1.5218,4/7/20,545
,Andorra,42.5063,1.5218,4/8/20,564
,Andorra,42.5063,1.5218,4/9/20,583
,Andorra,42.5063,1.5218,4/10/20,601
,Andorra,42.5063,1.5218,4/11/20,601
,Andorra,42.5063,1.5218,4/12/20,638
,Andorra,42.5063,1.5218,4/13/20,646
,Andorra,42.5063,1.5218,4/14/20,659
,Andorra,42.5063,1.5218,4/15/20,673
,Andorra,42.5063,1.5218,4/16/20,673
,Andorra,42.5063,1.5218,4/17/20,696
,Andorra,42.5063,1.5218,4/18/20,704
,Andorra,42.5063,1.5218,4/19/20,713
,Andorra,42.5063,1.5218,4/20/20,717
,Andorra,42.5063,1.5218,4/21/20,717
,Andorra,42.5063,1.5218,4/22/20,723
,Andorra,42.5063,1.5218,4/23/20,723
,Andorra,42.5063,1.5218,4/24/20,731
,Andorra,42.5063,1.5218,4/25/20,738
,Andorra,42.5063,1.5218,4/26/20,738
,Andorra,42.5063,1.5218,4/27/20,743
,Andorra,42.5063,1.5218,4/28/20,743
,Andorra,42.5063,1.5218,4/29/20,743
,Andorra,42.5063,1.5218,4/30/20,745
,Andorra,42.5063,1.5218,5/1/20,745
,Andorra,42.5063,1.5218,5/2/20,747
,Andorra,42.5063,1.5218,5/3/20,748
,Andorra,42.5063,1.5218,5/4/20,750
,Andorra,42.5063,1.5218,5/5/20,751
,Andorra,42.5063,1.5218,5/6/20,751
,Andorra,42.5063,1.5218,5/7/20,752
,Andorra,42.5063,1.5218,5/8/20,752
,Andorra,42.5063,1.5218,5/9/20,754
,Andorra,42.5063,1.5218,5/10/20,755
,Andorra,42.5063,1.5218,5/11/20,755
,Andorra,42.5063,1.5218,5/12/20,758
,Andorra,42.5063,1.5218,5/13/20,760
,Andorra,42.5063,1.5218,5/14/20,761
,Andorra,42.5063,1.5218,5/15/20,761
,Andorra,42.5063,1.5218,5/16/20,761
,Andorra,42.5063,1.5218,5/17/20,761
,Andorra,42.5063,1.5218,5/18/20,761
,Andorra,42.5063,1.5218,5/19/20,761
,Andorra,42.5063,1.5218,5/20/20,762
,Andorra,42.5063,1.5218,5/21/20,762
,Andorra,42.5063,1.5218,5/22/20,762
,Andorra,42.5063,1.5218,5/23/20,762
,Andorra,42.5063,1.5218,5/24/20,762
,Andorra,42.5063,1.5218,5/25/20,763
,Andorra,42.5063,1.5218,5/26/20,763
,Andorra,42.5063,1.5218,5/27/20,763
,Andorra,42.5063,1.5218,5/28/20,763
,Andorra,42.5063,1.5218,5/29/20,764
,Andorra,42.5063,1.5218,5/30/20,764
,Andorra,42.5063,1.5218,5/31/20,764
,Andorra,42.5063,1.5218,6/1/20,765
,Andorra,42.5063,1.5218,6/2/20,844
,Andorra,42.5063,1.5218,6/3/20,851
,Angola,-11.2027,17.8739,1/22/20,0
,Angola,-11.2027,17.8739,1/23/20,0
,Angola,-11.2027,17.8739,1/24/20,0
,Angola,-11.2027,17.8739,1/25/20,0
,Angola,-11.2027,17.8739,1/26/20,0
,Angola,-11.2027,17.8739,1/27/20,0
,Angola,-11.2027,17.8739,1/28/20,0
,Angola,-11.2027,17.8739,1/29/20,0
,Angola,-11.2027,17.8739,1/30/20,0
,Angola,-11.2027,17.8739,1/31/20,0
,Angola,-11.2027,17.8739,2/1/20,0
,Angola,-11.2027,17.8739,2/2/20,0
,Angola,-11.2027,17.8739,2/3/20,0
,Angola,-11.2027,17.8739,2/4/20,0
,Angola,-11.2027,17.8739,2/5/20,0
,Angola,-11.2027,17.8739,2/6/20,0
,Angola,-11.2027,17.8739,2/7/20,0
,Angola,-11.2027,17.8739,2/8/20,0
,Angola,-11.2027,17.8739,2/9/20,0
,Angola,-11.2027,17.8739,2/10/20,0
,Angola,-11.2027,17.8739,2/11/20,0
,Angola,-11.2027,17.8739,2/12/20,0
,Angola,-11.2027,17.8739,2/13/20,0
,Angola,-11.2027,17.8739,2/14/20,0
,Angola,-11.2027,17.8739,2/15/20,0
,Angola,-11.2027,17.8739,2/16/20,0
,Angola,-11.2027,17.8739,2/17/20,0
,Angola,-11.2027,17.8739,2/18/20,0
,Angola,-11.2027,17.8739,2/19/20,0
,Angola,-11.2027,17.8739,2/20/20,0
,Angola,-11.2027,17.8739,2/21/20,0
,Angola,-11.2027,17.8739,2/22/20,0
,Angola,-11.2027,17.8739,2/23/20,0
,Angola,-11.2027,17.8739,2/24/20,0
,Angola,-11.2027,17.8739,2/25/20,0
,Angola,-11.2027,17.8739,2/26/20,0
,Angola,-11.2027,17.8739,2/27/20,0
,Angola,-11.2027,17.8739,2/28/20,0
,Angola,-11.2027,17.8739,2/29/20,0
,Angola,-11.2027,17.8739,3/1/20,0
,Angola,-11.2027,17.8739,3/2/20,0
,Angola,-11.2027,17.8739,3/3/20,0
,Angola,-11.2027,17.8739,3/4/20,0
,Angola,-11.2027,17.8739,3/5/20,0
,Angola,-11.2027,17.8739,3/6/20,0
